City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,salinopolis,-0.6136,-47.3561,29.7,65,0,6.72,BR,1695492188
280,jucas,-6.5253,-39.5275,37.21,21,4,2.84,BR,1695492188
281,santana,-0.0583,-51.1817,34.1,59,40,4.12,BR,1695492189
282,yigo village,13.5361,144.8886,27.63,89,0,2.06,GU,1695492189
283,saint-philippe,-21.3585,55.7679,22.77,81,38,6.55,RE,1695492190
284,varna,43.2167,27.9167,23.08,88,40,4.12,BG,1695492036
285,sinop,41.7711,34.8709,16.92,66,0,1.69,TR,1695492134
286,mitsamiouli,-11.3847,43.2844,26.16,69,20,5.14,KM,1695492191
287,svetlyy,54.675,20.1347,16.03,72,100,2.52,RU,1695492192
288,amatitan,20.8333,-103.7167,29.43,49,75,0.94,MX,1695492193
289,yeppoon,-23.1333,150.7333,15.88,62,66,8.59,AU,1695492194
290,guaruja,-23.9931,-46.2564,27.92,69,75,3.09,BR,1695492195
291,calabozo,8.9242,-67.4293,30.77,66,58,1.72,VE,1695492195
292,es castell,39.8795,4.2854,21.38,68,20,1.54,ES,1695492196
293,tucupita,9.0622,-62.051,36.44,37,51,2.99,VE,1695491595
294,acapulco de juarez,16.8634,-99.8901,31.48,67,9,2.52,MX,1695491971
295,sinabang,2.4803,96.3801,26.49,82,100,3.92,ID,1695492197
296,freetown,8.484,-13.2299,26.38,87,99,4.4,SL,1695492076
297,geraldton,-28.7667,114.6,11.23,87,75,3.6,AU,1695492198
298,marksville,31.128,-92.0662,35.03,40,2,0.38,US,1695492199
299,labytnangi,66.6572,66.4183,4.3,95,100,3.92,RU,1695492199
300,cabo san lucas,22.8909,-109.9124,36.21,58,7,3.44,MX,1695491902
301,burutu,5.3509,5.5076,24.08,93,100,1.49,NG,1695492200
302,nyuzen,36.9333,137.5,17.48,67,95,5.22,JP,1695492201
303,hithadhoo,-0.6,73.0833,28.17,77,100,5.19,MV,1695492201
304,codrington,-38.2667,141.9667,7.08,83,1,3.53,AU,1695492202
305,veraval,20.9,70.3667,27.37,87,96,4.2,IN,1695492202
306,tweed heads,-28.1817,153.547,17.2,77,100,3.6,AU,1695492203
307,filadelfia,39.9523,-75.1638,17.35,95,100,9.26,US,1695492118
308,aliveri,38.4167,24.0333,28.57,58,0,1.54,GR,1695492204
309,petropavlovsk-kamchatsky,53.0452,158.6483,6.33,76,40,3.0,RU,1695492204
310,gorontalo,0.5412,123.0595,22.61,77,55,0.96,ID,1695491911
311,rongelap,11.1635,166.8941,28.19,80,94,7.33,MH,1695492206
312,argo,37.6333,22.7333,25.44,49,34,0.11,GR,1695492206
313,southside,33.9245,-86.0225,29.86,43,0,7.2,US,1695492016
314,porto belo,-27.1578,-48.5531,25.38,82,51,3.84,BR,1695492207
315,zabol,32.25,67.25,16.42,18,0,4.72,AF,1695492208
316,ceeldheer,3.8488,47.1806,26.0,84,57,7.06,SO,1695492208
317,bel ombre,-4.6167,55.4167,27.91,78,40,7.72,SC,1695492209
318,semera,11.501,41.201,34.0,31,63,1.92,ET,1695492210
319,pangody,65.85,74.4859,-0.35,77,71,3.13,RU,1695492210
320,hwange,-18.3693,26.5019,26.95,25,5,1.88,ZW,1695492211
321,monrovia,6.3005,-10.7969,24.87,81,97,2.81,LR,1695492211
322,hami,42.8,93.45,17.22,33,89,0.78,CN,1695492212
323,tovarkovskiy,53.6822,38.2092,15.87,36,74,3.69,RU,1695492212
324,pedernales,18.0384,-71.744,31.49,63,34,2.73,DO,1695492213
325,vilyuchinsk,52.9306,158.4028,7.15,81,69,5.41,RU,1695492213
326,santa catalina,9.3337,122.8637,24.98,90,100,1.29,PH,1695492214
327,north ogden,41.3072,-111.9602,18.96,40,0,2.06,US,1695492214
328,gadzhiyevo,69.2551,33.3362,9.32,93,100,4.33,RU,1695492215
329,kenai,60.5544,-151.2583,6.75,89,75,1.54,US,1695492215
330,ouadda,8.0777,22.4007,21.54,95,89,1.16,CF,1695492216
331,monticello,45.3055,-93.7941,23.28,75,75,4.12,US,1695492216
332,zhoucun,36.8167,117.8167,19.93,78,100,1.14,CN,1695492217
333,zelenokumsk,44.4069,43.8806,20.16,51,96,6.31,RU,1695492217
334,mogocha,53.7333,119.7667,6.64,77,54,1.31,RU,1695492218
335,bestobe,52.4994,73.0975,8.32,59,75,4.24,KZ,1695492218
336,kangding,30.0513,101.9603,13.96,95,89,0.76,CN,1695492219
337,bermeo,43.4209,-2.7215,21.11,75,21,3.22,ES,1695492219
338,el bayadh,33.6832,1.0193,24.2,29,1,1.78,DZ,1695492219
339,naryn,41.4287,75.9911,4.93,47,0,2.41,KG,1695492220
340,thompson,55.7435,-97.8558,19.09,42,20,2.57,CA,1695492220
341,madimba,-10.4,40.3333,24.08,85,20,3.73,TZ,1695492221
342,nago,26.5881,127.9761,27.24,84,6,0.34,JP,1695492221
343,moama,-36.1167,144.7833,8.88,84,0,2.89,AU,1695492136
344,brookville,39.8367,-84.4113,25.44,40,40,6.17,US,1695492222
345,mutare,-18.9707,32.6709,20.75,39,1,2.29,ZW,1695492222
346,forster,-32.1667,152.5167,7.43,100,82,1.03,AU,1695492222
347,richards bay,-28.783,32.0377,21.69,94,67,2.97,ZA,1695492223
348,toliara,-23.35,43.6667,23.65,75,0,3.24,MG,1695492224
349,sitka,57.0531,-135.33,8.94,81,40,2.57,US,1695492224
350,pahrump,36.2083,-115.9839,25.7,21,63,0.89,US,1695492224
351,arteche,12.2645,125.4048,25.01,93,99,2.8,PH,1695492225
352,dakhla,23.6848,-15.958,26.01,61,0,12.86,EH,1695492225
353,pitiquito,30.7,-112.0833,33.92,15,47,2.45,MX,1695492225
354,portland,45.5234,-122.6762,18.1,71,100,3.09,US,1695492202
355,mount isa,-20.7333,139.5,21.87,17,0,3.6,AU,1695492226
356,katsuren-haebaru,26.3369,127.8719,28.01,88,40,1.54,JP,1695492227
357,kailua-kona,19.6406,-155.9956,28.06,80,31,1.5,US,1695492060
358,priekule,56.4468,21.5897,16.62,97,100,2.7,LV,1695492228
359,nagqu,31.5,92.0,3.0,84,96,2.07,CN,1695492228
360,lata,40.1629,-8.3327,19.34,55,5,2.06,PT,1695492229
361,hauterive,46.0901,3.4459,16.42,72,42,1.5,FR,1695492229
362,hasaki,35.7333,140.8333,21.27,58,100,9.98,JP,1695492152
363,hotan,37.0997,79.9269,14.21,40,69,3.71,CN,1695492230
364,verdal,63.7933,11.4817,12.02,85,84,1.6,NO,1695492231
365,jayapura,-2.5333,140.7,25.66,91,84,0.74,ID,1695492231
366,coyhaique,-45.5752,-72.0662,11.34,40,0,3.6,CL,1695492024
367,kingston,17.997,-76.7936,32.53,72,20,5.66,JM,1695492015
368,colesberg,-30.72,25.0972,16.89,63,87,2.99,ZA,1695492233
369,kuqa,41.7278,82.9364,12.16,65,19,1.78,CN,1695492020
370,qarauyl,48.9451,79.255,6.76,66,75,4.21,KZ,1695492233
371,minas de marcona,-15.2119,-75.1103,18.74,61,27,6.43,PE,1695492234
372,margate,51.3813,1.3862,14.94,65,48,6.59,GB,1695492234
373,thinadhoo,0.5333,72.9333,28.1,77,98,5.03,MV,1695492234
374,goba,7.0167,39.9833,10.53,86,81,2.41,ET,1695492235
375,dunedin,-45.8742,170.5036,5.45,90,100,2.65,NZ,1695492235
376,izhevsk,56.85,53.2333,16.74,74,95,2.58,RU,1695492236
377,prado,-17.3411,-39.2208,26.38,69,70,6.03,BR,1695492236
378,copiapo,-27.3667,-70.3333,14.83,25,42,4.62,CL,1695492024
379,guerrero negro,27.9769,-114.0611,24.47,64,4,5.26,MX,1695492237
380,fort mcmurray,56.7268,-111.381,20.77,49,0,6.17,CA,1695492238
381,carahue,-38.7,-73.1667,13.78,54,3,2.18,CL,1695492238
382,namibe,-15.1961,12.1522,18.71,89,100,6.37,AO,1695492239
383,markala,13.7021,-6.0659,28.46,59,61,7.95,ML,1695492240
384,mandalay,21.9747,96.0836,27.54,77,89,1.69,MM,1695492240
385,andrijevica,42.7339,19.7919,17.39,65,100,3.0,ME,1695492240
386,yerofey pavlovich,53.9667,121.9667,6.35,74,4,1.15,RU,1695492241
387,sao gabriel da cachoeira,-0.1303,-67.0892,22.89,100,0,1.03,BR,1695492241
388,crane,31.3974,-102.3501,34.96,23,11,1.7,US,1695492242
389,oban,56.4127,-5.4706,11.32,70,100,6.24,GB,1695492144
390,palikir - national government center,6.9248,158.1611,28.16,77,87,4.47,FM,1695492243
391,merke,42.8728,73.1786,14.17,51,19,1.84,KZ,1695492243
392,marsh harbour,26.5412,-77.0636,23.63,91,100,3.01,BS,1695492244
393,cesky krumlov,48.8109,14.3152,12.6,87,100,0.78,CZ,1695492078
394,alofi,-19.0595,-169.9187,21.94,60,98,7.2,NU,1695492245
395,dom pedrito,-30.9828,-54.6731,21.58,87,96,2.88,BR,1695492245
396,keflavik,64.0049,-22.5624,9.24,93,75,3.6,IS,1695492246
397,ulsteinvik,62.3432,5.8487,13.2,90,87,7.6,NO,1695492246
398,visakhapatnam,17.69,83.2093,27.94,100,75,3.09,IN,1695492247
399,hammerfest,70.6634,23.6821,7.25,87,40,1.54,NO,1695492247
400,santo antonio,-6.3106,-35.4789,31.16,42,8,6.75,BR,1695492247
401,imperatriz,-5.5264,-47.4917,36.03,41,40,1.03,BR,1695492020
402,kalmunai,7.4167,81.8167,26.72,83,97,4.39,LK,1695492249
403,chernomorskoye,45.5039,32.6997,21.71,66,36,4.84,UA,1695492249
404,vershino-darasunskiy,52.35,115.5167,8.59,62,100,2.06,RU,1695492250
405,ciudad bolivar,8.1222,-63.5497,34.18,43,55,1.41,VE,1695492250
406,nikolayevsk-on-amure,53.1406,140.73,5.26,75,32,1.88,RU,1695492251
407,nicoya,10.1483,-85.452,31.92,58,4,1.71,CR,1695492251
408,juneau,58.3019,-134.4197,8.56,100,100,1.49,US,1695492007
409,cill airne,52.05,-9.5167,17.03,94,75,5.66,IE,1695492252
410,las heras,-46.5419,-68.9359,9.55,35,0,6.3,AR,1695492253
411,daru,-9.0763,143.2092,24.5,88,83,8.07,PG,1695492254
412,mwene-ditu,-7.0,23.45,23.94,64,79,2.24,CD,1695492254
413,samraong,12.4526,105.5873,23.94,96,81,0.99,KH,1695492255
414,al burayqah,30.4062,19.5739,28.02,50,2,3.97,LY,1695492255
415,bridlington,54.0831,-0.1919,15.01,73,96,0.89,GB,1695492255
416,xining,36.6167,101.7667,9.5,86,100,1.34,CN,1695492012
417,gorodovikovsk,46.0878,41.9335,22.07,37,0,7.94,RU,1695492256
418,nantucket,41.2835,-70.0995,16.68,99,100,8.23,US,1695492117
419,vorkuta,67.5,64.0,3.81,93,100,6.48,RU,1695492257
420,mungaa,-4.9667,34.8833,23.37,31,80,3.0,TZ,1695492258
421,santa marta,11.2408,-74.199,34.03,72,20,3.6,CO,1695492019
422,saint-joseph,-21.3667,55.6167,22.21,78,34,5.91,RE,1695492260
423,baiao,-2.7906,-49.6717,38.27,27,98,1.8,BR,1695492260
424,kyabe,9.4515,18.9449,24.46,86,77,2.33,TD,1695492260
425,guane,22.2025,-84.0875,32.79,51,8,2.03,CU,1695492261
426,solsona,41.994,1.5171,19.7,48,0,1.54,ES,1695492261
427,dhuusamarreeb,5.535,46.3861,26.84,68,96,9.12,SO,1695492261
428,quincy,42.2529,-71.0023,16.36,87,100,1.79,US,1695492093
429,san luis de la loma,17.2706,-100.8939,31.63,67,9,2.98,MX,1695492262
430,pingliang,35.5392,106.6861,11.63,96,100,1.01,CN,1695492263
431,kone,-21.0595,164.8658,19.06,88,72,1.56,NC,1695492263
432,atasu,48.6814,71.6433,9.6,51,94,2.65,KZ,1695492264
433,saint-pierre,-21.3393,55.4781,22.82,64,0,2.06,RE,1695492264
434,ola,59.5833,151.2833,6.19,76,90,1.45,RU,1695492264
435,san nicolas,18.1725,120.5953,27.06,85,97,0.54,PH,1695492265
436,hanzhong,33.0728,107.0303,15.4,95,100,1.48,CN,1695492265
437,midvagur,62.0511,-7.1939,7.46,70,20,1.03,FO,1695492266
438,kastsyukovichy,53.3516,32.0506,18.26,58,59,4.89,BY,1695492266
439,laojunmiao,39.8333,97.7333,10.35,63,86,1.93,CN,1695492267
440,machina,13.1364,10.0492,33.7,29,24,3.06,NG,1695492267
441,polyarnyye zori,67.3661,32.4981,11.48,97,100,3.62,RU,1695492267
442,prineville,44.2999,-120.8345,18.77,43,96,2.41,US,1695492005
443,wawa,9.9022,4.4192,25.89,82,97,0.49,NG,1695492268
444,caconda,-13.7333,15.0667,22.08,47,92,1.73,AO,1695492269
445,chilca,-12.5211,-76.7372,19.51,78,40,4.43,PE,1695492269
446,waingapu,-9.6567,120.2641,23.93,79,99,1.11,ID,1695492270
447,makoua,0.0069,15.6333,22.76,93,84,0.54,CG,1695492270
448,tutoia,-2.7619,-42.2744,29.18,70,12,7.78,BR,1695492076
449,alvand,36.3187,49.1678,11.67,78,0,2.65,IR,1695492272
450,dikhil,11.5,42.1667,33.39,38,49,2.84,DJ,1695492272
451,handan,36.6006,114.4678,18.41,75,100,1.59,CN,1695492272
452,bhopal,23.2667,77.4,23.89,87,97,0.91,IN,1695492273
453,knysna,-34.0363,23.0471,14.32,94,100,3.73,ZA,1695492274
454,tralee,52.2704,-9.7026,17.14,94,75,5.66,IE,1695491782
455,southwick,42.0548,-72.7704,15.83,86,75,7.2,US,1695492105
456,xudat,41.631,48.681,19.06,74,38,2.06,AZ,1695492275
457,greymouth,-42.4667,171.2,7.92,88,99,1.94,NZ,1695492276
458,huilong,31.8111,121.655,22.18,81,100,5.11,CN,1695492277
459,inhapim,-19.5492,-42.12,30.33,33,13,2.51,BR,1695492277
460,mirny,62.5353,113.9611,7.91,75,59,1.79,RU,1695492278
461,beya,53.0533,90.9139,5.61,88,100,5.34,RU,1695492278
462,salahonda,2.1019,-78.7217,27.39,83,94,6.05,CO,1695492278
463,tromso,69.6496,18.957,8.01,81,75,3.6,NO,1695492279
464,paciran,-6.8767,112.3761,25.06,76,80,2.86,ID,1695492279
465,huron,41.1501,-82.5499,22.78,50,0,5.59,US,1695492280
466,lazaro cardenas,17.9583,-102.2,32.27,66,17,2.66,MX,1695492281
467,orsa,54.5153,30.4053,18.82,59,51,5.48,BY,1695492281
468,sharypovo,55.5403,89.2008,2.94,89,56,4.23,RU,1695492281
469,panacan,9.2463,118.4082,26.36,84,100,1.75,PH,1695492282
470,la ronge,55.1001,-105.2842,18.12,59,0,4.63,CA,1695492283
471,alo,7.4178,6.7371,24.24,94,100,1.66,NG,1695492283
472,vasil'yevo,55.836,48.6582,16.37,57,0,0.9,RU,1695492284
473,ketchikan,55.3422,-131.6461,11.26,82,100,3.09,US,1695492284
474,mont-dore,-22.2833,166.5833,22.22,99,61,3.61,NC,1695492284
475,seminole,28.7086,-81.2081,31.24,49,0,3.09,US,1695492285
476,tvoroyri,61.5556,-6.8111,8.42,65,58,4.11,FO,1695492285
477,antonio enes,-16.2325,39.9086,25.44,81,7,5.0,MZ,1695492286
478,skawina,49.9752,19.8287,16.64,91,75,2.06,PL,1695492287
479,haninge,59.1678,18.1448,13.81,92,36,0.45,SE,1695492287
480,minot,48.2325,-101.2963,17.12,88,100,0.0,US,1695492287
481,male,4.1748,73.5089,26.97,94,75,2.57,MV,1695492046
482,terrace,54.5163,-128.6035,10.68,93,100,1.03,CA,1695491995
483,sarina,-21.4333,149.2167,19.59,7,62,6.58,AU,1695492288
484,kulhudhuffushi,6.6221,73.07,28.3,76,55,5.08,MV,1695492289
485,inirida,3.8653,-67.9239,35.29,44,26,1.39,CO,1695492290
486,luza,60.6308,47.2512,14.76,76,17,2.92,RU,1695492290
487,polyarnyy,69.1989,33.4478,9.44,94,100,4.58,RU,1695492291
488,zavodoukovsk,56.5042,66.5515,12.14,46,92,2.95,RU,1695492291
489,beyneu,45.3167,55.2,20.13,36,0,3.89,KZ,1695492292
490,kapoeta,4.7717,33.5903,31.19,34,80,4.94,SS,1695492292
491,sarpang,26.864,90.2674,22.77,97,100,0.94,BT,1695492292
492,vila velha,-20.3297,-40.2925,29.97,70,0,7.2,BR,1695492052
493,katsuura,35.1333,140.3,21.6,75,100,9.66,JP,1695492293
494,bocanda,7.0626,-4.4995,25.2,93,83,1.23,CI,1695492294
495,sikonge,-5.6333,32.7667,27.39,24,52,4.19,TZ,1695492294
496,bamboo flat,11.7,92.7167,25.05,94,100,1.03,IN,1695492295
497,mazara del vallo,37.6641,12.588,22.74,67,69,7.6,IT,1695492295
498,sariveliler,36.6913,32.6196,18.01,31,0,3.0,TR,1695492296
499,kotka,60.4664,26.9458,14.62,93,100,4.63,FI,1695492296
500,faya-largeau,17.9257,19.1043,35.91,10,65,3.91,TD,1695492297
501,brookings,44.3114,-96.7984,20.81,96,100,4.63,US,1695492095
502,corner brook,48.9667,-57.9484,16.09,95,100,3.7,CA,1695492098
503,malax,62.9423,21.5731,12.97,94,40,4.63,FI,1695492298
504,ancud,-41.8697,-73.8203,9.15,55,88,1.59,CL,1695492298
505,choyr,46.3611,108.3611,7.87,73,13,3.43,MN,1695492300
506,solwezi,-12.1688,26.3894,22.65,33,22,1.53,ZM,1695492300
507,gainesville,29.6516,-82.3248,30.46,42,0,2.57,US,1695492254
508,kupang,-10.1667,123.5833,24.32,83,20,2.57,ID,1695492301
509,caleta de carquin,-11.0925,-77.6267,21.28,72,26,4.87,PE,1695492302
510,val-d'or,48.1002,-77.7828,16.05,88,100,5.14,CA,1695492302
511,chilliwack,49.1747,-121.9443,19.32,84,92,2.06,CA,1695492303
512,tofol,5.3248,163.0078,27.52,79,100,6.38,FM,1695492303
513,aitape,-3.1374,142.3475,24.9,91,92,1.63,PG,1695492304
514,nizhnesortymskiy,62.4397,71.7603,5.04,68,100,2.83,RU,1695492305
515,kashgar,39.4547,75.9797,16.56,29,0,3.0,CN,1695492305
516,lhasa,29.65,91.1,10.46,84,99,2.47,CN,1695492306
517,buka,40.8108,69.1986,15.28,30,0,1.35,UZ,1695492306
518,nadi,-17.8,177.4167,24.0,88,75,2.57,FJ,1695492307
519,markha,62.1053,129.7269,7.98,87,40,3.13,RU,1695492307
520,novodvinsk,64.4165,40.8122,16.49,70,16,5.19,RU,1695492308
521,mpulungu,-8.7623,31.1141,27.8,42,25,1.67,ZM,1695492308
522,isangel,-19.55,169.2667,22.71,88,43,2.43,VU,1695492309
523,leava,-14.3,-178.1667,26.64,82,100,12.11,WF,1695492309
524,uzhur,55.3036,89.8339,2.06,91,89,2.91,RU,1695492310
525,gabarin,11.1093,10.4441,28.26,48,73,2.88,NG,1695492311
526,zaozersk,69.4005,32.4476,9.02,92,100,2.96,RU,1695492311
527,ziniare,12.5822,-1.2983,34.02,50,58,2.58,BF,1695492311
528,dauphin,51.1494,-100.0502,17.08,77,75,3.09,CA,1695492312
529,homer,59.6425,-151.5483,7.93,89,0,2.68,US,1695492312
530,xacmaz,41.4635,48.806,18.96,71,50,1.9,AZ,1695492312
531,yinchuan,38.4681,106.2731,13.7,81,100,2.91,CN,1695492313
532,villa gesell,-37.2639,-56.973,14.47,65,100,7.66,AR,1695492313
533,chapeco,-27.0964,-52.6183,32.03,46,43,2.92,BR,1695492139
534,palmanova,45.9064,13.3119,20.16,62,100,7.72,IT,1695492314
535,gornyak,50.9942,81.4661,5.89,74,75,2.22,RU,1695492314
536,grantsville,40.5999,-112.4644,20.29,45,0,3.13,US,1695492315
537,yilan,24.757,121.753,28.28,94,16,0.94,TW,1695492118
538,oodweyne,9.4092,45.064,25.71,58,85,5.68,SO,1695492316
539,shahrud,36.4182,54.9763,16.66,58,2,4.33,IR,1695492316
540,stung treng,13.5259,105.9683,23.82,98,89,1.32,KH,1695492316
541,tsagan aman,47.5639,46.7218,18.09,47,14,4.4,RU,1695492317
542,safford,32.834,-109.7076,30.06,17,0,2.57,US,1695492317
543,el bauga,18.262,33.9081,37.32,16,76,4.17,SD,1695492318
544,zayed city,24.3768,54.589,35.56,62,0,3.6,AE,1695492318
545,medina,24.4686,39.6142,40.24,9,75,3.09,SA,1695492319
546,kencong,-8.2833,113.3667,22.37,93,91,0.37,ID,1695492319
547,novyy urgal,51.0736,132.5642,5.2,93,2,0.17,RU,1695492319
548,tocache,-8.1842,-76.5125,33.66,43,13,1.59,PE,1695492320
549,greenville,35.6127,-77.3663,17.97,99,100,8.75,US,1695492320
550,kincardine,56.0667,-3.7167,13.15,76,99,0.58,GB,1695492048
551,charlestown,-32.95,151.6667,12.45,78,71,0.45,AU,1695492118
552,mittagong,-34.45,150.45,6.22,97,44,0.66,AU,1695492279
553,necochea,-38.5473,-58.7368,16.43,52,99,4.02,AR,1695492137
554,luanco,43.6152,-5.7934,19.71,73,0,2.45,ES,1695492322
555,torres,-29.3353,-49.7269,20.7,94,100,4.69,BR,1695492210
556,imbituba,-28.24,-48.6703,24.39,94,100,2.59,BR,1695492323
557,roshchino,60.2519,29.6085,17.59,79,100,3.9,RU,1695492323
558,murghob,38.1702,73.9667,5.75,28,49,2.36,TJ,1695492324
559,pampa del infierno,-26.5052,-61.1744,42.92,15,58,3.88,AR,1695492324
